,url,store,name,price,item_id,description,allergin_info,Form,entry_date,product_format,product_measurement_metric,product_measurement_numeric,bulk_sales_type,bulk_sales_numeric,serving_size_metric,serving_size_numeric
352,https://abbottstore.com/similac-for-supplementation-non-gmo-infant-formula-1-45-lb-container-63013e.html,Abbott,Similac For Supplementation NON-GMO Infant Formula Powder,31.49,63013e,"Similac for Supplementation Non-GMO* formula for breastfeeding moms who choose to introduce formula. Has all the benefits of Similac Advance as well as approximately 10% more prebiotics than Similac Advance formula.
 Helps provide a gentle introduction to formula
 Complete nutrition for your babys first year
 Features OptiGRO, our exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E

* Ingredients not genetically engineered",Contains milk and soy ingredients.,Powder,6/05/2020 14:30,container,lb,1.45,,,mL,1000
554,https://abbottstore.com/pedialyte-advancedcare-cherry-punch-1-liter-bottle-63057e.html,Abbott,Pedialyte AdvancedCare,5.49,63057e,"DIGESTION SUPPORT:HasPreActivPrebiotics to help support digestive health.


REPLACES ELECTROLYTES:A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand.*For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS:Enjoy Pedialyte liters, powder packs, and Freezer Pops in 18 refreshing flavors.

Pedialyte AdvancedCare electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. It also has PreActiv Prebiotics to help promote digestive health by restoring the balance between good and bad bacteria. From the #1 pediatrician*and pharmacist recommended brand* for hydration, Pedialyte AdvancedCare is an electrolyte drink that promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,,,,,,Not,*
555,https://abbottstore.com/pedialyte-advancedcare-blue-raspberry-1-liter-bottle-63059e.html,Abbott,Pedialyte AdvancedCare,5.49,63059e,"DIGESTION SUPPORT:HasPreActivPrebiotics to help support digestive health.


REPLACES ELECTROLYTES:A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand.*For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS:Enjoy Pedialyte liters, powder packs, and Freezer Pops in 18 refreshing flavors.

Pedialyte AdvancedCare electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. It also has PreActiv Prebiotics to help promote digestive health by restoring the balance between good and bad bacteria. From the #1 pediatrician*and pharmacist recommended brand* for hydration, Pedialyte AdvancedCare is an electrolyte drink that promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,,,,,,Not,*
615,https://abbottstore.com/zoneperfect-nutrition-bar-chocolate-peanut-butter-1-76-oz-wrapper-12-pack-63161p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,63161p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, peanut and soy ingredients. Manufactured in a facility that processes eggs, tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Pack,12,Percent,*
605,https://abbottstore.com/double-dark-chocolate-1-58-oz-wrapper-12-pack-63214p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,63214p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk and soy ingredients. Manufactured in a facility that processes eggs, peanuts, tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.58,Pack,12,Percent,*
593,https://abbottstore.com/zoneperfect-nutrition-bar-dark-chocolate-almond-1-58-oz-wrapper-12-pack-63225p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,63225p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains almond, milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and other tree nuts.",Nutrition Bar,6/05/2020 14:30,,oz,1.58,Pack,12,Percent,*
599,https://abbottstore.com/zoneperfect-nutrition-bar-fudge-graham-1-76-oz-wrapper-12-pack-63259p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,63259p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk and soy ingredients. Manufactured in a facility that processes eggs, peanuts, tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Pack,12,Percent,*
600,https://abbottstore.com/zoneperfect-chocolate-mint-1-76-oz-wrapper-12pack-63282p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,63282p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and tree nuts.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Pack,12,Percent,*
617,https://abbottstore.com/chocolate-almond-raisin-1-76-oz-wrapper-12-pack-63299p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,63299p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains almond, milk and soy ingredients. Manufactured in a facility that processes egg, peanut, other tree nut and wheat ingredients.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Pack,12,Percent,*
612,https://abbottstore.com/zoneperfect-nutrition-bar-strawberry-yogurt-1-76-oz-wrapper-12-pack-63304p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,63304p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts and tree nuts.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Pack,12,Percent,*
616,https://abbottstore.com/zoneperfect-nutrition-bar-cinnamon-roll-1-76-oz-wrapper-12-pack-63309p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,63309p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains almond, milk and soy ingredients. Manufactured in a facility that processes eggs, peanuts, other tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.76,Pack,12,Percent,*
611,https://abbottstore.com/zoneperfect-nutrition-bar-salted-caramel-brownie-1-58-oz-wrapper-12-pack-63505p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,63505p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains milk, pecan, soy and wheat ingredients. Manufactured in a facility that processes eggs, peanuts, and other tree nut ingredients.",Nutrition Bar,6/05/2020 14:30,,oz,1.58,Pack,12,Percent,*
543,https://abbottstore.com/pedialyte-powder-packs-strawberry-lemonade-17g-stickpacks-6-pack-64172p6.html,Abbott,Pedialyte Powder Packs,10.99,64172p6,"CONVENIENT REHYDRATION FOR KIDS & ADULTS:A convenient powder packet that offers a great-tasting way for kids and adults to replace electrolytes to feel better fast


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand* for hydration. For over 50 years, Pedialyte has been the go-to rehydration drink


GREAT-TASTING PEDIALYTE FLAVORS:Available in refreshing Grape, Cherry, Strawberry Lemonade, and Orange flavors. Each packet has only 50 calories, 12g carbohydrates, and0g of fat


HOW TO USE PEDIALYTE:Pour 1 packet into 16 fl oz of cold water and mix for refreshing hydration

Pedialyte Electrolyte Powder Packs are a convenient, advanced hydration solution thats specially formulated with an optimal balance of sugar and electrolytes to help prevent dehydration in both kids and adults. From the #1 pediatrician*and pharmacist recommendedbrand,*Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Simply dissolve one packet in 16 fl oz of cold water and enjoy. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Serving Size: 17 g (1 Packet),Powder Packs,6/05/2020 14:30,,oz,0.6,,,,
546,https://abbottstore.com/pedialyte-powder-packs-orange-17g-stickpacks-6-pack-64177p6.html,Abbott,Pedialyte Powder Packs,10.99,64177p6,"CONVENIENT REHYDRATION FOR KIDS & ADULTS:A convenient powder packet that offers a great-tasting way for kids and adults to replace electrolytes to feel better fast


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand* for hydration. For over 50 years, Pedialyte has been the go-to rehydration drink


GREAT-TASTING PEDIALYTE FLAVORS:Available in refreshing Grape, Cherry, Strawberry Lemonade, and Orange flavors. Each packet has only 50 calories, 12g carbohydrates, and0g of fat


HOW TO USE PEDIALYTE:Pour 1 packet into 16 fl oz of cold water and mix for refreshing hydration

Pedialyte Electrolyte Powder Packs are a convenient, advanced hydration solution thats specially formulated with an optimal balance of sugar and electrolytes to help prevent dehydration in both kids and adults. From the #1 pediatrician*and pharmacist recommendedbrand,*Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Simply dissolve one packet in 16 fl oz of cold water and enjoy. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Serving Size: 17 g (1 Packet),Powder Packs,6/05/2020 14:30,,oz,0.6,,,,
368,https://abbottstore.com/advance-non-gmo-1-45lbpowder-64242e.html,Abbott,Similac Advance for Neuro Support Non-GMO Infant Formula Powder,31.49,64242e,"NEURO SUPPORT: Has our exclusive blend of DHA, Lutein, and Vitamin E to help support brain & eye development
TRUSTED FORMULA: Similacthe #1 infant formula brand and the #1 brand chosen by moms*
NO ARTIFICIAL GROWTH HORMONES: Similac is the first leading infant formula brand with no artificial growth hormones
NON-GMO: Similac Sensitive for Neuro Support has ingredients that are not genetically engineered

Similac Advance for Neuro Support has our exclusive blend of DHA, Lutein, and Vitamin E to help support your babys brain & eye development. Its complete nutrition for your babys first year from the brand trusted by moms for more than 90 years. Similac Advance is non-GMO and has no artificial growth hormones.
* Total US infant formula, all outlets as of 12/2018, Nielsen data.
 No significant difference has been shown between milk derived from rbST-treated and non-rbST-treated cows.
 Ingredients not genetically engineered.",Contains milk and soy ingredients.,Powder,6/05/2020 14:30,container,lb,1.45,,,mL,1000
335,https://abbottstore.com/similac-sensitive-non-gmo-1-41-lb-powder-64246e.html,Abbott,Similac Sensitive for Neuro Support NON-GMO Infant Formula  Powder,29.99,64246e,"FOR LACTOSE SENSITIVITY: A gentle formula designed to ease babys fussiness and gas due to lactose sensitivity. Not for infants or children with galactosemia
NEURO SUPPORT: Has our exclusive blend of DHA, Lutein, and Vitamin E to help support brain & eye development
TRUSTED FORMULA: Similacthe #1 infant formula brand and the #1 brand chosen by moms*
NO ARTIFICIAL GROWTH HORMONES: Similac is the first leading infant formula brand with no artificial growth hormones
NON-GMO: Similac Sensitive for Neuro Support has ingredients that are not genetically engineered

Similac Sensitive for Neuro Support is an easy-to-digest, milk-based formula specially designed for sensitive tummies. Its complete nutrition for babys first year and has our exclusive blend of DHA, Lutein, and Vitamin E to help support your babys brain & eye development. All from the brand trusted by moms for more than 90 years. Similac Sensitive is non-GMO and has no artificial growth hormones.
* Total US infant formula, all outlets as of 12/2018, Nielsen data.
 No significant difference has been shown between milk derived from rbST-treated and non-rbST-treated cows.
 Ingredients not genetically engineered.",Contains milk ingredients.,Powder,6/05/2020 14:30,container,lb,1.41,,,mL,1000
553,https://abbottstore.com/pedialyte-advancedcare-strawberry-lemonade-1-liter-bottle-64301e.html,Abbott,Pedialyte AdvancedCare,5.49,64301e,"DIGESTION SUPPORT:HasPreActivPrebiotics to help support digestive health.


REPLACES ELECTROLYTES:A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand.*For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS:Enjoy Pedialyte liters, powder packs, and Freezer Pops in 18 refreshing flavors.

Pedialyte AdvancedCare electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. It also has PreActiv Prebiotics to help promote digestive health by restoring the balance between good and bad bacteria. From the #1 pediatrician*and pharmacist recommended brand* for hydration, Pedialyte AdvancedCare is an electrolyte drink that promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,,,,,,Not,*
540,https://abbottstore.com/pedialyte-advancedcare-tropical-fruit-1-liter-bottle-64307e.html,Abbott,Pedialyte AdvancedCare,5.49,64307e,"DIGESTION SUPPORT: HasPreActivPrebiotics to help support digestive health.


REPLACES ELECTROLYTES:A flavorful way for kids and adults to replace electrolytes to feel better fast.


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration.


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand.*For over 50 years, Pedialyte has been the go-to rehydration drink.


GREAT-TASTING FLAVORS:Enjoy Pedialyte liters, powder packs, and Freezer Pops in 18 refreshing flavors.

Pedialyte AdvancedCare electrolyte solution is an advanced rehydration drink specially formulated with an optimal balance of sugar and electrolytes to help prevent mild to moderate dehydration in both kids and adults. It also has PreActiv Prebiotics to help promote digestive health by restoring the balance between good and bad bacteria. From the #1 pediatrician*and pharmacist recommended brand* for hydration, Pedialyte AdvancedCare is an electrolyte drink that promotes fluid absorption more effectively than sports drinks, juice, or even water. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,,,,,,Not,*
547,https://abbottstore.com/pedialyte-powder-packs-cherry-17g-stickpacks-6-pack-64595p6.html,Abbott,Pedialyte Powder Packs,10.99,64595p6,"CONVENIENT REHYDRATION FOR KIDS & ADULTS:A convenient powder packet that offers a great-tasting way for kids and adults to replace electrolytes to feel better fast


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand* for hydration. For over 50 years, Pedialyte has been the go-to rehydration drink


GREAT-TASTING PEDIALYTE FLAVORS:Available in refreshing Grape, Cherry, Strawberry Lemonade, and Orange flavors. Each packet has only 50 calories, 12g carbohydrates, and0g of fat


HOW TO USE PEDIALYTE:Pour 1 packet into 16 fl oz of cold water and mix for refreshing hydration

Pedialyte Electrolyte Powder Packs are a convenient, advanced hydration solution thats specially formulated with an optimal balance of sugar and electrolytes to help prevent dehydration in both kids and adults. From the #1 pediatrician*and pharmacist recommendedbrand,*Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Simply dissolve one packet in 16 fl oz of cold water and enjoy. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Serving Size: 17 g (1 Packet),Powder Packs,6/05/2020 14:30,,oz,0.6,,,,
544,https://abbottstore.com/pedialyte-powder-packs-grape-17g-stickpacks-6-pack-64598p6.html,Abbott,Pedialyte Powder Packs,10.99,64598p6,"CONVENIENT REHYDRATION FOR KIDS & ADULTS:A convenient powder packet that offers a great-tasting way for kids and adults to replace electrolytes to feel better fast


MORE EFFECTIVE THAN COMMON BEVERAGES:Designed to replace fluids and electrolytes more effectively than sports drinks, Pedialyte provides an optimal balance of sugar and electrolytes to prevent mild to moderate dehydration. Its medical-grade hydration


TRUSTED BRAND:#1 pediatrician*and pharmacist recommended brand* for hydration. For over 50 years, Pedialyte has been the go-to rehydration drink


GREAT-TASTING PEDIALYTE FLAVORS:Available in refreshing Grape, Cherry, Strawberry Lemonade, and Orange flavors. Each packet has only 50 calories, 12g carbohydrates, and0g of fat


HOW TO USE PEDIALYTE:Pour 1 packet into 16 fl oz of cold water and mix for refreshing hydration

Pedialyte Electrolyte Powder Packs are a convenient, advanced hydration solution thats specially formulated with an optimal balance of sugar and electrolytes to help prevent dehydration in both kids and adults. From the #1 pediatrician*and pharmacist recommendedbrand,*Pedialyte electrolyte drink is medical-grade hydration that quickly replenishes lost fluids and electrolytes. Pedialyte promotes fluid absorption more effectively than sports drinks, juice, or even water. Simply dissolve one packet in 16 fl oz of cold water and enjoy. Feel better fast with Pedialyte!
*Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Serving Size: 17 g (1 Packet),Powder Packs,6/05/2020 14:30,,oz,0.6,,,,
362,https://abbottstore.com/similac-alimentum-infant-formula-powder-12-1-oz-can-64715e.html,Abbott,Similac Alimentum Infant Formula Powder,29.49,64715e,"A nutritionally complete, hypoallergenic formula for infants, including those with colic symptoms due to protein sensitivity. Similac Alimentum starts reducing colic symptoms due to protein sensitivity within 24 hours in most infants.*
*Based on a clinical study with Similac Alimentum Ready to Feed without DHA and ARA in a small group of infants experiencing colic symptoms due to cows milk protein sensitivity. Data on File, Study AC84, August 2004. Abbott Nutrition, Columbus, Ohio.","Serving Size: 100 Cal (5 fl oz, prepared as directed)",Powder,6/05/2020 14:30,can,oz,12.1,,,,
333,https://abbottstore.com/alimentum-19-8ozcan-64719e.html,Abbott,Similac Alimentum Infant Formula Powder,43.49,64719e,"24-HOUR DIFFERENCE: Our hypoallergenic formula starts reducing excessive crying due to protein sensitivity within 24 hours*
 EASY TO DIGEST: Lactose-free formula has broken down proteins that are easier to digest for babies with food allergies
 MOST RECOMMENDED BRAND: #1 pediatrician recommended brands
 MORE VALUE: Sign up for additional benefits and savings on Alimentum by joining Similac StrongMoms Rewards; get up to $400 in rewards
Similac Alimentum is a nutritionally complete, hypoallergenic formula for infants with food allergies, including colic symptoms due to protein sensitivity. Alimentum starts reducing excessive crying due to cows milk protein sensitivity in most infants within 24 hours.* Its lactose-free and has no palm olein oil, which promotes softer stools, more like a breastfed baby. And it has DHA & ARA, special nutrients found in breast milk that support brain and eye development.
* Based on a clinical study with Similac Alimentum Ready-to-Feed without DHA/ARA in a small group of infants experiencing colic symptoms due to cows milk protein sensitivity. Data on file, AC84, August 2004. Abbott Nutrition, Columbus, Ohio.
 Based on combined recommendations of Similac & EleCare.
 Offers may vary.","Serving Size: 100 Cal (5 fl oz, prepared as directed)",Powder,6/05/2020 14:30,can,oz,19.8,can,"6, 3",,
360,https://abbottstore.com/go-and-grow-by-similac-sensitive-non-gmo-toddler-drink-1-46-lb-can-64790e.html,Abbott,Go & Grow by Similac Sensitive NON-GMO Toddler Drink Powder,21.99,64790e,"Go & Grow by Similac Sensitive NON-GMO is a milk-based toddler drink that helps balance your toddler's diet while you introduce new foods.
 Complement to Toddler Nutrition for toddlers from 12-24 months
 Features OptiGRO, an exclusive blend of DHA, Lutein and Vitamin E, like those found in foods kids won't eat (fish, spinach, broccoli)
 One serving has over 25 essential vitamins and minerals and at least 30% of the daily value of iron, calcium and vitamins C and E
 Just mix with water in a sippy cup or bottle
 NON-GMO*
 Gluten-free
 Kosher, Halal
Not for children with galactosemia
*Ingredients not genetically engineered",Contains milk ingredients.,Powder,6/05/2020 14:30,can,lb,1.46,,,,
